Product,Name,Rating,CommentHead,Comment,Date
apple-iphone-12-white-128-gb,Sanwar mal  Sen,5,Awesome,Excellent,4 months ago
apple-iphone-12-white-128-gb,Md Naved Raza,5,Awesome,This is awesome,4 months ago
apple-iphone-12-white-128-gb,Chandan  Sharma,5,Super!,Super nice,4 months ago
apple-iphone-12-white-128-gb,Alok kumar,5,Awesome,Good,4 months ago
apple-iphone-12-white-128-gb,Nakul Mehra,3,Just okay,Everything is good except battery backup. it drains totally after one day even at normal use. I bought it on diwali sale but I think it is overpriced product if bought on normal days.,4 months ago
apple-iphone-12-white-128-gb,bhartendra mishra,4,Wonderful,one of the best phone 👍,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Fabulous!,Ok report h,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Wonderful,"Battery backup is amazing , premium looks in hand",4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Must buy!,Absolutely excellent device,4 months ago
apple-iphone-12-white-128-gb,Reikhongul  Rangla,5,Excellent,Okay okay,4 months ago
apple-iphone-12-white-128-gb,Bhabok Wahlang,5,Wonderful,Im loving it!,4 months ago
apple-iphone-12-white-128-gb,Saurabh,5,Excellent,Great phone,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Super!,"Better then Android, love it 😻",4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Highly recommended,Great Product..worth the money spent !,4 months ago
apple-iphone-12-white-128-gb,Ashok O,5,Wonderful,Most buy,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Awesome,Awesome mobile,4 months ago
apple-iphone-12-white-128-gb,BHASKAR REDDY BOGALA,4,Delightful,Super,4 months ago
apple-iphone-12-white-128-gb,Anuj Sharma,5,Excellent,I really luv iPhone,4 months ago
apple-iphone-12-white-128-gb,Promila Sarkar,5,Mind-blowing purchase,Loved it 😍,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Best in the market!,Got the best deal on Flipkart…..gets it every time on all my iPhones 👍,4 months ago
apple-iphone-12-white-128-gb,Aadil Alam,5,Worth every penny,iPhone is very good phone and nice work,4 months ago
apple-iphone-12-white-128-gb,Rohan Rawat,3,Decent product,Heating issue,4 months ago
apple-iphone-12-white-128-gb,Dr. P. P. Singh,5,Great product,Nothing can be best,4 months ago
apple-iphone-12-white-128-gb,Amit Yadav,5,Awesome,Gud iPhone,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Excellent,The best   My last word.    Pam,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Classy product,"It’s too good, early delivery by Flipkart.😍",4 months ago
apple-iphone-12-white-128-gb,Milan Geria,5,Best in the market!,Super phone,4 months ago
apple-iphone-12-white-128-gb,Akash Mhatre,5,Must buy!,Genuine Product.,4 months ago
apple-iphone-12-white-128-gb,Pankaj Kumar,5,Must buy!,"iOS has been ❤️ for me from iPhone 4/4S. At 12, Powerful  A14 Bionic chipset & 4 core graphics GPU works buttery.Better grade camera performance gives you a great and handy exposure, At the same time Better battery gives you confidence for the day..",1 month ago
apple-iphone-12-white-128-gb,Abhijit Kachare,5,Terrific purchase,Excellent phoneGo for it,1 month ago
apple-iphone-12-white-128-gb,Surya,5,Awesome,Osm,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Terrific purchase,Brilliant product,1 month ago
apple-iphone-12-white-128-gb,Mahesh Vanapalli,4,Good quality product,I Love Apple🍎,1 month ago
apple-iphone-12-white-128-gb,Rajeshkannan Aranganathan,4,Good quality product,Awesome,1 month ago
apple-iphone-12-white-128-gb,Siva Mishra,5,Great product,My fev,1 month ago
apple-iphone-12-white-128-gb,Prasad Chavan ,5,Highly recommended,Good,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Best in the market!,If camera quality is best but battery life is bad,1 month ago
apple-iphone-12-white-128-gb,Aakash Nikam,5,Best in the market!,"Good product, love it.",1 month ago
apple-iphone-12-white-128-gb,Rohit Nandal,5,Perfect product!,best phone just go buy and use it u fall in love..,1 month ago
apple-iphone-12-white-128-gb,Dr SUMIT GREWAL,5,Terrific,Good one,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Wonderful,I was hardcore android user i switched to iphone after 10 yeara and this is the best experience,1 month ago
apple-iphone-12-white-128-gb,Rohit Kumar Shaw,5,Simply awesome,"Great product,, most lovable.This is my first iphone. Great photography, great performance, great battery life nearly arround 6hrs screen on time.Try to buy atleast 128gb if you are planning to use this phone as a primary device. On the other hand if you have already 1 Android phone then you should go for 64gb.",1 month ago
apple-iphone-12-white-128-gb,Divya Soni,5,Awesome,"The blue colour gives a royal feeling, switching from android to IOS is great experience with I phone 12. Really enjoying camera features. Happy to have this.",1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Great product,Excellent,1 month ago
apple-iphone-12-white-128-gb,Venkateshwaran CT,5,Super!,"Giving 5 stars. My first iPhone and it gives extremely good performance in all the ways, love it.",1 month ago
apple-iphone-12-white-128-gb,Vinay,5,Just wow!,I loved it,1 month ago
apple-iphone-12-white-128-gb,Harish Manikandan,4,Delightful,Thanks Flipkart for genuine product at an offer price,1 month ago
apple-iphone-12-white-128-gb,SOUMENDRA KUMAR  PATTANAIK,5,Perfect product!,Great purchase.,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Wonderful,Complete authentic,1 month ago
apple-iphone-12-white-128-gb,Keshav Tomar,5,Awesome,Good,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Terrific,Excellent,1 month ago
apple-iphone-12-white-128-gb,Kuldeep Harry,5,Great product,Awesome phone,1 month ago
apple-iphone-12-white-128-gb,Jeeva ragavan Ragavan,5,Best in the market!,Apple 🍎 😷this emoji to apple haters,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,1,Unsatisfactory,Not good,1 month ago
apple-iphone-12-white-128-gb,Prince Kumar Singh,5,Mind-blowing purchase,The phone is good,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Terrific,Goog mobile,1 month ago
apple-iphone-12-white-128-gb,Jai Kumar,5,Perfect product!,Nice 👍👍👍,1 month ago
apple-iphone-12-white-128-gb,madhur anand,4,Wonderful,Great phone,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Highly recommended,Amazing,4 months ago
apple-iphone-12-white-128-gb,Adarsh Kushwaha,5,Just wow!,Nice phone,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Super!,Excellent cameraElegant designPromising MagSafe ecosystemUpgraded display,4 months ago
apple-iphone-12-white-128-gb,Aneel  Tharani,5,Terrific purchase,Good mobile,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Awesome,all gud,4 months ago
apple-iphone-12-white-128-gb,Aditya Karmakar,5,Simply awesome,It is so exellent for gaming and camera and everything etc,4 months ago
apple-iphone-12-white-128-gb,Lehamber singh Kingra,4,Good quality product,Very good,4 months ago
apple-iphone-12-white-128-gb,Satyam Electricals and AV solutions More,5,Wonderful,Very good iPhone 12,4 months ago
apple-iphone-12-white-128-gb,Akash Kumbhar,5,Awesome,Best mobile.,4 months ago
apple-iphone-12-white-128-gb,Vakil Ahamad ,5,Simply awesome,Good,4 months ago
apple-iphone-12-white-128-gb,Anand Malewar,5,Just wow!,"The phone is fabulous,  but the delivery was too much delayed",4 months ago
apple-iphone-12-white-128-gb,Sanjay Faujdar,4,Delightful,Best h,4 months ago
apple-iphone-12-white-128-gb,Deven Bhavsar,5,Classy product,Love it,4 months ago
apple-iphone-12-white-128-gb,Kiran Kumar,4,Pretty good,It’s just for smone who want quality experience from there device and also keep in mind for long term use …the main reason to buy it is the long term experience..,4 months ago
apple-iphone-12-white-128-gb,Sanku Bansod,5,Wonderful,Brilliant product,4 months ago
apple-iphone-12-white-128-gb,Yangee Sherpa,5,Awesome,Awesome,4 months ago
apple-iphone-12-white-128-gb,Rajib Sekh,4,Worth the money,Good products battery performance very well,4 months ago
apple-iphone-12-white-128-gb,Rithwik   Shetty,5,Highly recommended,Thanks to flipkart for bringing this phone at this low prices.,4 months ago
apple-iphone-12-white-128-gb,Shanmuga Sundaram,4,Pretty good,Nice Indian make,4 months ago
apple-iphone-12-white-128-gb,AKshay ES,5,Terrific,Thanks to Flipkart for the BBS..Got the 128GB variant in just 53K💥Awesome Phone💯Camera is 🔥Smooth Performance 💫Battery Backup Is Ok. 1 Day backup in normal use with 6-8 SOT🔋Overall a worth buying,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Perfect product!,Very good product. price too high,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Classy product,"Got it during Big Billion Day Sale 2021. Totally worth it in all aspects from Camera, Performance, Gaming and Display.",1 month ago
apple-iphone-12-white-128-gb,Saikrishna Padarti,5,Brilliant,Good,1 month ago
apple-iphone-12-white-128-gb,Saleem Saleem,5,Must buy!,Awesome,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Just wow!,Build quality is very good. Excellent looks. Good battery backup.,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Wonderful,Good phone,1 month ago
apple-iphone-12-white-128-gb,Bhushan Penumaka,5,Just wow!,After 3 to 4 months this is so good this is value of money,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Brilliant,I got the iphone 12 in good condition. Thank you flipkart.i liked it .,1 month ago
apple-iphone-12-white-128-gb,Atif Siddiqui,5,Fabulous!,It's fabulous!!,1 month ago
apple-iphone-12-white-128-gb,Shubham Shrivastava,5,Perfect product!,Awesome product,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Brilliant,Nice phone features are awesome and service is also good from flipkart,4 months ago
apple-iphone-12-white-128-gb,pardeep  kumar,5,Simply awesome,Osm look,4 months ago
apple-iphone-12-white-128-gb,Rahul Chaudhary,4,Pretty good,Very good quality,4 months ago
apple-iphone-12-white-128-gb,Ampu  R,4,Good choice,Good product. Battery is disappointing,4 months ago
apple-iphone-12-white-128-gb,ABHISHEK ANCEL,5,Fabulous!,"More than what i expected , i buy 128gb on just56k",4 months ago
apple-iphone-12-white-128-gb,Ratheesh M,5,Must buy!,Good,4 months ago
apple-iphone-12-white-128-gb,Malkit Singh Sran,5,Fabulous!,This Apple Product is very Helpful and Useful for me in my work.,4 months ago
apple-iphone-12-white-128-gb,Kishor Hinge,5,Highly recommended,Good one.,4 months ago
apple-iphone-12-white-128-gb,Anil  Kumar,5,Highly recommended,Great product,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Brilliant,Thank for you flipkart for this amazing product.It got delivered within 4 days😁,4 months ago
apple-iphone-12-white-128-gb,Vishak Sunil,5,Simply awesome,Excellent,1 month ago
apple-iphone-12-white-128-gb,karthi keyan,5,Best in the market!,Just ok,1 month ago
apple-iphone-12-white-128-gb,Zabir Hussain malik,5,Simply awesome,Great product,1 month ago
apple-iphone-12-white-128-gb,Shibnath Gorai,5,Excellent,Nice phone,1 month ago
apple-iphone-12-white-128-gb,Sandeep  Kumar,5,Fabulous!,I love you,1 month ago
apple-iphone-12-white-128-gb,Ananth Reddy  M,5,Worth every penny,Super,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,4,Good quality product,Good product,1 month ago
apple-iphone-12-white-128-gb,RAJESH KUMAR THAKUR,5,Terrific,Thank You flipkart,1 month ago
apple-iphone-12-white-128-gb,Lakshay  Gaur,5,Highly recommended,Nice product.,1 month ago
apple-iphone-12-white-128-gb,SANDEEP KUMAR,5,Just wow!,iPhone 12 superbb performance sexy look,1 month ago
apple-iphone-12-white-128-gb,Anish Kapoor,4,Wonderful,Perfect phone for young generation…liked the most becoz yet transferred from android to IOS…only recording issue in this phone as I want most for my Bussiness purpose,4 months ago
apple-iphone-12-white-128-gb,Yash Jain,1,Not recommended at all,Not up to date,4 months ago
apple-iphone-12-white-128-gb,Gurkirpal Singh,5,Super!,Best ever phone,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Classy product,nice,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,4,Good choice,good,4 months ago
apple-iphone-12-white-128-gb,Md.     Javed,5,Mind-blowing purchase,Nice phone,4 months ago
apple-iphone-12-white-128-gb,Ankur kumar,5,Best in the market!,Awesome phone just go for it….,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Wonderful,Osmmmmmm,4 months ago
apple-iphone-12-white-128-gb,Nellore Saikrishna,5,Brilliant,Iphone 12 is superb performance,4 months ago
apple-iphone-12-white-128-gb,Akarshan Sharma,5,Terrific,Nice Phone,4 months ago
apple-iphone-12-white-128-gb,fasil ali,5,Must buy!,awsm product,4 months ago
apple-iphone-12-white-128-gb,Dipanjan dutta,5,Super!,Excellent mobile,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Terrific,Value for money,4 months ago
apple-iphone-12-white-128-gb,Lokesh Khatri,3,Decent product,"Not satisfied with front camera, battery is not upto the mark",4 months ago
apple-iphone-12-white-128-gb,Kapil Pal,5,Perfect product!,Iphone 12 Is A Beast 🔥 In Gaming Performance You Shoud Definitely Buy This Device !,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Wonderful,The product of apple is very awesome,4 months ago
apple-iphone-12-white-128-gb,Md Riyaz Sk,5,Highly recommended,Love it,4 months ago
apple-iphone-12-white-128-gb,RAKESH KURUVA,5,Highly recommended,Must Buy,4 months ago
apple-iphone-12-white-128-gb,Pronoy Mitra,5,Perfect product!,A true work of art.,4 months ago
apple-iphone-12-white-128-gb,Sandeep Bhardwaj,5,Great product,iphone,4 months ago
apple-iphone-12-white-128-gb,M BHARGAVA  RAM,5,Terrific purchase,"Feeling very fortunate to use iPhone. I bought 64gb model for 50k. Only disadvantage is some apps are not storing in ram, while switching to another work previous work closed some times",4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Super!,Fast delivery.Excellent,4 months ago
apple-iphone-12-white-128-gb,Uttkarsh Shrivastava,4,Good choice,good phone,4 months ago
apple-iphone-12-white-128-gb,Afreen Tabassum,5,Awesome,Perfect !,4 months ago
apple-iphone-12-white-128-gb,jatin gupta,5,Highly recommended,very good,4 months ago
apple-iphone-12-white-128-gb,GAGAN  GROVER ,5,Just wow!,Awesome phone.....,4 months ago
apple-iphone-12-white-128-gb,Soumya Ghosh,5,Terrific,Just go for it 🤩,4 months ago
apple-iphone-12-white-128-gb,Akhand pratap  Singh,5,Highly recommended,Awesome product thanks Flipkart,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Terrific,Nice one,4 months ago
apple-iphone-12-white-128-gb,Akash Acharya,5,Worth every penny,In love with the camera and display ❤️😘,4 months ago
apple-iphone-12-white-128-gb,Chavda Yashpreetsinh Vikramsinh,1,Worst experience ever!,I don't like it is not good,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Highly recommended,Good and nice delivery,1 month ago
apple-iphone-12-white-128-gb,Tanmoy Maji,4,Pretty good,Excellent product and genuine no complain about the phone everything is perfect,1 month ago
apple-iphone-12-white-128-gb,Subodh Kumar,5,Fabulous!,Very good,1 month ago
apple-iphone-12-white-128-gb,Prasanna Venkatesan,5,Terrific purchase,Premium as it is,1 month ago
apple-iphone-12-white-128-gb,Akshay Jain,5,Great product,Awesome phone in 50k range,1 month ago
apple-iphone-12-white-128-gb,sachin kumar,5,Just wow!,No doubt just awesome phone I have ever use,1 month ago
apple-iphone-12-white-128-gb,Zubair Khan,2,Expected a better product,"Battery is good , no charger with this high cost phone . Rest of the things are same only name change",1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Terrific,"Best phone , Best price , Thanks Flipkart..",1 month ago
apple-iphone-12-white-128-gb,sandeep roy,5,Wonderful,"Liked it, very good are the quality products of apple.",1 month ago
apple-iphone-12-white-128-gb,Abhishek Thakur,5,Brilliant,One Word Awesome,4 months ago
apple-iphone-12-white-128-gb,Keerthi Kumar,5,Wonderful,My first phone and it's fantastic to have this super cool,4 months ago
apple-iphone-12-white-128-gb,Amit Agarwal,5,Classy product,Amazing product from Apple. Made in india.,4 months ago
apple-iphone-12-white-128-gb,suketu merhcant,5,Great product,Perfect while you purchase on sale.Received Assembled in india.,4 months ago
apple-iphone-12-white-128-gb,Rituparna Ghosh,5,Worth every penny,"Shifting to iOS was really confusing as I've always been an android user but to be very honest I'm Just loving it. Didn't think of it to be this amazing and user friendly. Didn't expect apple to be this good with battery (as we all are aware about the older handsets, no offense). The body (so sleek and fancy, IM SO IN LOVE WITH THE PURPLE COLOUR HANDSET), the camera the screen, the battery, everything is amazing. Feels premium! :')",4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,2,Expected a better product,Sensor problem and receiver problem in just two days of usage,4 months ago
apple-iphone-12-white-128-gb,Subham Panigrahi,5,Terrific,Very nice product,4 months ago
apple-iphone-12-white-128-gb,Baljinder Singh,5,Perfect product!,Good,4 months ago
apple-iphone-12-white-128-gb,KARTHIK VIRAT,5,Terrific purchase,100 % original,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Terrific purchase,Just Wow 😍,4 months ago
apple-iphone-12-white-128-gb,Prashant Bhosale,5,Just wow!,Superb,1 month ago
apple-iphone-12-white-128-gb,Amardeep  singh,4,Value-for-money,Nice phone,1 month ago
apple-iphone-12-white-128-gb,CHIRAG MADAN,5,Great product,"I have been using it from last 6 months , and i loved the experience",1 month ago
apple-iphone-12-white-128-gb,Manish Prajapati,5,Fabulous!,Nothing to say. It’s simply awesome.,1 month ago
apple-iphone-12-white-128-gb,Chinglemba Ngairangbam,5,Brilliant,Awesome,1 month ago
apple-iphone-12-white-128-gb,Mathan Mohan,5,Must buy!,Awesome,1 month ago
apple-iphone-12-white-128-gb,Umasankar Gutha,5,Awesome,Back to Best,1 month ago
apple-iphone-12-white-128-gb,balarajesh bujji,5,Brilliant,Good performance value of the money to spend,1 month ago
apple-iphone-12-white-128-gb,Jaikrishna  Kumar,4,Wonderful,Nice.,1 month ago
apple-iphone-12-white-128-gb,Jaikrishna  Kumar,4,Delightful,Nice.,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Best in the market!,Every thing nice,1 month ago
apple-iphone-12-white-128-gb,Sourav Dutta,3,Good,"Camera is not up to the expectation and price point, specially the front camera. Battery drains too fast",1 month ago
apple-iphone-12-white-128-gb,Mitansh Purohit,5,Best in the market!,smooth af phone!it’s just soooo good.just order it without any second thoughts cuz it’s perfect 🥰,1 month ago
apple-iphone-12-white-128-gb,Sunny Jk,5,Must buy!,In every aspect’s this phone is a Beast,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Great product,Nice phone,4 months ago
apple-iphone-12-white-128-gb,Ankit  Yadav,4,Value-for-money,"The phone is very good and does everything better than all its android counterparts at the same price be it gaming, camera, operating system and widgets. Overall worth the price,just people who are buying iPhone for the first time please take care of the battery to use the phone in a long run by using low power mode,true tone etc.",4 months ago
apple-iphone-12-white-128-gb,Ushasree T,4,Value-for-money,"Excellent phone…its an apple phone so no need to discuss about the performance…battery is also great, camera is excellent and video is industry best. Only 2 cons are some apps are not working properly and 60hz display at this price point",4 months ago
apple-iphone-12-white-128-gb,Karthikeyan,5,Super!,"Perfect phone,it’s my first iOS….worth buying it go for it….would suggest 128gb memory always",4 months ago
apple-iphone-12-white-128-gb,vijay verma,5,Fabulous!,Apple products is costly but its value for money,4 months ago
apple-iphone-12-white-128-gb,vikram prajapat,5,Must buy!,Personally I like the camera quality of this phone,4 months ago
apple-iphone-12-white-128-gb,Ashwini Moily,5,Classy product,"Great phone. I have used apple phones for years and this has one of the best cameras so far. However, the phone is a bit too big for my liking. I switched to iPhone 12 mini after a few weeks.",4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Must buy!,A very Greqt product to go by.,4 months ago
apple-iphone-12-white-128-gb,anil patel,5,Best in the market!,Nice,4 months ago
apple-iphone-12-white-128-gb,prince  kumar,5,Worth every penny,Nice 😍😍😍,4 months ago
apple-iphone-12-white-128-gb,Shila Das,5,Must buy!,Very nice and beautiful phone I have ever used..very good battery life..amazing ph,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,4,Wonderful,Super mobile,4 months ago
apple-iphone-12-white-128-gb,Abhishek  Sharma,5,Fabulous!,Value for money... Go for it,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Classy product,"Best part is excellent  performance and very Handy. Reason to buy this device is 164 gm weight which is actually  less,  excellent display and performance. Battery is improved.",4 months ago
apple-iphone-12-white-128-gb,Anshul Sharma,5,Great product,What a phone that is,4 months ago
apple-iphone-12-white-128-gb,PRAKHYAT AGARWAL,5,Best in the market!,It was superb 😎,4 months ago
apple-iphone-12-white-128-gb,vaibhav jha,5,Super!,The best in the segment you will never disappointed after investing huge amount go for it,4 months ago
apple-iphone-12-white-128-gb,Shivam Raj,5,Terrific,"Got black colour really amazing phone,nice battery backup and very smooth experience review after 20 days of purchase.",4 months ago
apple-iphone-12-white-128-gb,Amit Tiwari,5,Terrific purchase,Awesome look...back side glass type mirror 😍,4 months ago
apple-iphone-12-white-128-gb,Shankar Gawade,3,Does the job,"Good camera, battery, display and performance!",4 months ago
apple-iphone-12-white-128-gb,Jasvinder  Singh ,5,Super!,Love you Flipkart 😘,1 month ago
apple-iphone-12-white-128-gb,Ujair Saleem,5,Simply awesome,Nice one in apple brand..,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Best in the market!,Good,1 month ago
apple-iphone-12-white-128-gb,sudheer varma,5,Wonderful,Good,1 month ago
apple-iphone-12-white-128-gb,Sathish S,5,Just wow! Apple Fan,Like the phone as always. Beautiful...,1 month ago
apple-iphone-12-white-128-gb,Anoop Sathe ,5,Wonderful,Excellent quality if you are getting this phone in 52000 then definitely its value for money. If you are using Google drive or aby other cloud storage then there is no any issue for 64gb variant . Overall good experience.,1 month ago
apple-iphone-12-white-128-gb,Shaikh Mohammedsoaib,5,Simply awesome,Superb . Love it after all This is Apple .,1 month ago
apple-iphone-12-white-128-gb,kartik buddh,4,Value-for-money,Very good product,1 month ago
apple-iphone-12-white-128-gb,sanil usretay,5,Terrific,Amazing and fantastic product 😍Thanks Flipkart 😘,1 month ago
apple-iphone-12-white-128-gb,Soumik Roy,5,Fabulous!,Great experience. 4k at 60 fps. Just awesome like drone shot.,1 month ago
apple-iphone-12-white-128-gb,Souvik  Adak,5,Simply awesome,Good,1 month ago
apple-iphone-12-white-128-gb,Shoaib Afzal,5,Fabulous!,Best price available best phone for gifting,1 month ago
apple-iphone-12-white-128-gb,Tabish Shamim,5,Must buy!,Love it,1 month ago
apple-iphone-12-white-128-gb,Dillip Customer,5,Mind-blowing purchase,Owsome…. Beast … must buy if u can,1 month ago
apple-iphone-12-white-128-gb,kiran uyyala,5,Simply awesome,Beast 🔥best mobile ❤️,1 month ago
apple-iphone-12-white-128-gb,Salim Momin,4,Nice product,ok,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Terrific,Nice,1 month ago
apple-iphone-12-white-128-gb,Harshit pal,5,Classy product,Excellent 👌👌👌,1 month ago
apple-iphone-12-white-128-gb,Rama Manickam  Kannan,5,Brilliant,Superb,4 months ago
apple-iphone-12-white-128-gb,Sanjay Dave,5,Must buy!,This is my first I phone nd i m loving it..awesome camera nd superb performance.,4 months ago
apple-iphone-12-white-128-gb,Rajib  Poddar,5,Great product,This is my 1st IPhone . I have been using Samsung flagship phones for last few years and was worried about shifting to IOS from android. But I did it and I am already loving it. This is a new experience and I am liking it. It took me a day or two to get adjusted . I have been using Macbook for last few years and now I own iphone . Apple Rocks,4 months ago
apple-iphone-12-white-128-gb,Gopal Thakur,5,Brilliant,Great performance go for it no doubt,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Fabulous!,Look wise good Camera is fine Battery is ok Over all 80%,4 months ago
apple-iphone-12-white-128-gb,Md. Izhar,5,Terrific purchase,Great Device and Great performance I loved it,4 months ago
apple-iphone-12-white-128-gb,Rofiqul Islam,5,Classy product,Fantastic phone,4 months ago
apple-iphone-12-white-128-gb,Girraj  Prajapati ,5,Perfect product!,Really awesome product I love this phone 😘,4 months ago
apple-iphone-12-white-128-gb,Vaibhav Khandelwal,5,Great product,"Happy , and Satisfied .",4 months ago
apple-iphone-12-white-128-gb,Nageswara rao Bandi,2,Bad quality,Not satisfied with the performance. Gaming experience is very very bad. Felt bad for myself as i shifted to this Iphone,4 months ago
apple-iphone-12-white-128-gb,amandeep baraik,5,Mind-blowing purchase,Perfect size a phone should have This doesn’t want to be a tablet or any other other device and fits in a perfectly in the definition of a mobile phone. Screen on time is about 6 hours which is enough for a normal human being.,4 months ago
apple-iphone-12-white-128-gb,Abhishek Khare,5,Classy product,Good Phone,4 months ago
apple-iphone-12-white-128-gb,Kapil Tandon,5,Perfect product!,Amazing product❤️,4 months ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Brilliant,Excellent,4 months ago
apple-iphone-12-white-128-gb,SHIVSANKAR NAMBIAR JAYAKRISHNAN,5,Great product,Superb,4 months ago
apple-iphone-12-white-128-gb,Donghoon  Lee,5,Awesome,"GOOD PRICE, GOOD",4 months ago
apple-iphone-12-white-128-gb,Rahul  Sharma,1,Unsatisfactory,This product not properly work after 2 days camera or face not working.or not any solutions by Flipkart.not arrange call or replace option for technical issues.this is very poor service h.,4 months ago
apple-iphone-12-white-128-gb,Rahul Koli,5,Brilliant,"Great camera better than i phome 13.Apartureis 1.6  which is unavailble even high end samsung s21 ultra.  Rest other oppo ,vivo,one plus..this kind of chinese brand .. dont compaire  bcx they  cant even stand near appple i sight camera. Real camera show only night capture. All budget camera work well in day light. I phome 12 use sony imx 726 sensor high end.. capable all 4k ,1080 slow motions, Brand value and quality,Battery is good sufficient whole day fast charger using 20 volt. Buy sepr...",4 months ago
apple-iphone-12-white-128-gb,Charan singh Barik,4,Wonderful,Too Good,4 months ago
apple-iphone-12-white-128-gb,Naman Sharma,5,Just wow!,Great product!,4 months ago
apple-iphone-12-white-128-gb,Prashant  Singh,4,Worth the money,Good Phine to use,1 month ago
apple-iphone-12-white-128-gb,Abhishek Pal,5,Mind-blowing purchase,Good best,1 month ago
apple-iphone-12-white-128-gb,Bablu Shekh,5,Brilliant,I phone is the best  brand only,1 month ago
apple-iphone-12-white-128-gb,Prateek Mohanty,5,Must buy!,Excellent product,1 month ago
apple-iphone-12-white-128-gb,Amit  Singhal,5,Wonderful,Excellent product,1 month ago
apple-iphone-12-white-128-gb,PRAVEENCHOWDARY  YANAMADALA,5,Worth every penny,Just wow that’s it,1 month ago
apple-iphone-12-white-128-gb,Yuvaraj R,3,Nice,Simply awesome,1 month ago
apple-iphone-12-white-128-gb,Caroline  Guite,5,Brilliant,Great,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Classy product,I got genuine product from flipkart,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Simply awesome,Good,1 month ago
apple-iphone-12-white-128-gb,Munagala Hemanth Reddy,5,Must buy!,"Very great mobile to buy. Camera is awesome, no need to tell about the display. Battery is a little bit strong than 11.",1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Must buy!,Nice product with good delivery and package,1 month ago
apple-iphone-12-white-128-gb,Sachin Singh,5,Great product,good phone,1 month ago
apple-iphone-12-white-128-gb,Sudhanshu Sahoo,5,Mind-blowing purchase,Supper,1 month ago
apple-iphone-12-white-128-gb,Flipkart Customer,5,Excellent,Superb,1 month ago
apple-iphone-12-white-128-gb,Akib Javed,5,Fabulous!,Awesome Phone . Shifting From Android To ios Too Difficult But It’s just matter of time.,1 month ago
apple-iphone-12-white-128-gb,dipesh kawle,4,Value-for-money,Very good product and value for money,1 month ago
